APPOINTMENTID,APPOINTMENTDATE,APPOINTMENTSTARTTIME,APPOINTMENTDURATION,PROVIDERID
280632,2025-01-24,19:20:00,20,118
280633,2025-01-24,19:40:00,20,118
281290,2025-01-22,10:00:00,10,168
281562,2025-01-23,13:30:00,10,289
281715,2025-01-23,15:40:00,20,287
281194,2025-01-23,16:20:00,20,270
280603,2025-01-24,17:40:00,20,161
280685,2025-01-19,10:00:00,20,118
280708,2025-01-19,17:00:00,20,118
280719,2025-01-19,19:10:00,10,221
281561,2025-01-16,13:30:00,10,289
281420,2025-01-16,09:20:00,10,221
281658,2025-01-16,15:00:00,10,289
281492,2025-01-16,11:45:00,10,248
281568,2025-01-16,13:45:00,10,289
281809,2025-01-16,14:40:00,20,287
281600,2025-01-02,14:45:00,10,374
281440,2025-01-16,09:40:00,10,221
280805,2025-01-16,16:00:00,20,287
281033,2025-01-16,19:30:00,10,108
281141,2025-01-16,14:00:00,20,287
280927,2025-01-16,17:15:00,10,108
281108,2025-01-16,19:45:00,10,108
283071,2025-01-15,10:40:00,10,168
280509,2025-01-16,18:15:00,10,108
282030,2025-01-07,14:00:00,20,201
281641,2025-01-09,14:45:00,10,289
280691,2025-01-26,10:40:00,20,118
280703,2025-01-26,12:40:00,20,118
280702,2025-01-26,12:20:00,20,118
280357,2025-01-24,07:00:00,20,288
280635,2025-01-24,20:00:00,20,118
282048,2025-01-05,09:00:00,20,290
280668,2025-01-05,08:00:00,20,118
280710,2025-01-05,17:00:00,20,318
281461,2025-01-20,09:30:00,10,119
281211,2025-01-20,17:00:00,10,119
281184,2025-01-20,16:20:00,10,119
281198,2025-01-20,13:00:00,10,119
280852,2025-01-20,10:00:00,10,119
281149,2025-01-20,12:30:00,10,119
280899,2025-01-20,12:00:00,20,225
280844,2025-01-20,10:10:00,10,225
280788,2025-01-20,08:00:00,10,225
281052,2025-01-02,13:30:00,10,100
281103,2025-01-02,13:45:00,10,103
281242,2025-01-02,13:30:00,10,103
280963,2025-01-02,11:50:00,10,100
281074,2025-01-02,13:50:00,10,100
280923,2025-01-02,13:10:00,10,100
280972,2025-01-02,12:50:00,10,100
280932,2025-01-02,08:20:00,10,314
281056,2025-01-02,13:40:00,10,100
280782,2025-01-02,09:00:00,10,119
281130,2025-01-02,15:45:00,10,103
281175,2025-01-02,12:00:00,10,119
281136,2025-01-02,12:30:00,10,100
280779,2025-01-02,08:00:00,10,100
281163,2025-01-02,16:00:00,10,100
281040,2025-01-02,13:20:00,10,100
281105,2025-01-02,14:20:00,10,100
281264,2025-01-02,16:20:00,20,287
281207,2025-01-02,17:20:00,10,100
281224,2025-01-02,17:30:00,10,100
280903,2025-01-02,08:10:00,10,100
281187,2025-01-02,14:15:00,10,103
281243,2025-01-02,15:40:00,10,100
281049,2025-01-02,12:00:00,10,103
280979,2025-01-02,10:10:00,10,100
281083,2025-01-02,14:00:00,10,100
281002,2025-01-02,13:00:00,30,263
280948,2025-01-02,11:40:00,10,100
281239,2025-01-02,15:50:00,10,100
280857,2025-01-02,13:00:00,10,100
281121,2025-01-02,08:50:00,10,100
281126,2025-01-02,12:40:00,10,100
280803,2025-01-02,17:10:00,10,100
281027,2025-01-02,09:50:00,10,100
280570,2025-01-02,20:30:00,10,108
280721,2025-01-02,13:00:00,10,221
279562,2025-01-02,14:15:00,10,248
279502,2025-01-02,12:20:00,10,201
279316,2025-01-02,11:30:00,10,201
279328,2025-01-02,11:40:00,10,357
279418,2025-01-02,10:15:00,10,263
280985,2025-01-03,19:00:00,60,376
280865,2025-01-03,11:20:00,20,236
280958,2025-01-03,12:00:00,10,108
280512,2025-01-03,12:20:00,10,128
280526,2025-01-03,13:15:00,10,248
280594,2025-01-03,16:00:00,10,108
280432,2025-01-03,10:40:00,10,128
280491,2025-01-03,11:15:00,10,248
280401,2025-01-03,14:40:00,20,236
280424,2025-01-03,10:20:00,10,128
279481,2025-01-03,11:30:00,10,282
279422,2025-01-03,11:15:00,10,282
280433,2025-01-03,13:00:00,10,248
280417,2025-01-03,10:30:00,10,263
280418,2025-01-03,10:45:00,10,263
279679,2025-01-02,14:10:00,10,201
279335,2025-01-02,11:50:00,10,201
279552,2025-01-02,12:30:00,10,201
279773,2025-01-02,17:40:00,20,286
279609,2025-01-02,13:00:00,10,201
279659,2025-01-02,15:40:00,10,128
281984,2025-01-03,13:15:00,10,108
281802,2025-01-02,15:30:00,10,248
281288,2025-01-03,17:00:00,20,286
281520,2025-01-08,12:00:00,10,289
281521,2025-01-08,11:00:00,10,201
281425,2025-01-08,09:30:00,10,289
280814,2025-01-08,10:00:00,20,119
281026,2025-01-08,11:00:00,20,224
280534,2025-01-08,09:10:00,20,100
280692,2025-01-08,10:20:00,20,119
280435,2025-01-08,08:30:00,10,100
280489,2025-01-08,19:00:00,20,118
279768,2025-01-08,18:30:00,10,289
279727,2025-01-08,17:00:00,10,108
279380,2025-01-08,10:30:00,10,248
279589,2025-01-08,14:30:00,10,289
279332,2025-01-08,09:45:00,10,248
279363,2025-01-08,10:30:00,20,100
279451,2025-01-08,11:45:00,10,289
279759,2025-01-08,19:00:00,10,289
279508,2025-01-08,12:45:00,10,282
279315,2025-01-08,09:15:00,10,289
279313,2025-01-08,09:15:00,10,248
279612,2025-01-08,14:45:00,10,289
279325,2025-01-08,09:30:00,10,248
279294,2025-01-08,09:00:00,10,289
279668,2025-01-01,12:10:00,10,201
279660,2025-01-01,12:30:00,10,201
279651,2025-01-01,12:00:00,10,201
281066,2025-01-10,11:30:00,10,108
280544,2025-01-10,10:00:00,20,236
280508,2025-01-10,10:00:00,20,270
282953,2025-01-10,08:45:00,10,263
281204,2025-01-09,14:20:00,20,270
281223,2025-01-09,15:00:00,20,270
280369,2025-01-10,09:00:00,10,263
280996,2025-01-10,15:40:00,60,161
280519,2025-01-15,10:15:00,10,282
280383,2025-01-15,09:50:00,10,100
280687,2025-01-15,14:45:00,10,263
281533,2025-01-14,13:00:00,60,287
281138,2025-01-14,13:00:00,10,168
281945,2025-01-10,12:30:00,10,248
280399,2025-01-15,10:10:00,10,100
279360,2025-01-15,11:00:00,20,100
279344,2025-01-15,10:00:00,10,282
279676,2025-01-15,16:00:00,10,108
279447,2025-01-15,09:30:00,20,100
279517,2025-01-15,13:30:00,10,201
279429,2025-01-15,11:00:00,10,263
279318,2025-01-15,09:30:00,10,263
279646,2025-01-15,15:20:00,10,128
279276,2025-01-15,08:30:00,10,108
279311,2025-01-15,09:00:00,20,100
279402,2025-01-15,11:00:00,10,201
279584,2025-01-15,14:30:00,10,248
279270,2025-01-15,08:15:00,10,263
279284,2025-01-15,08:30:00,20,100
279769,2025-01-15,18:30:00,10,289
279439,2025-01-15,11:40:00,20,100
279383,2025-01-15,10:40:00,10,128
279777,2025-01-15,15:40:00,20,100
279790,2025-01-15,19:20:00,20,118
279436,2025-01-15,11:40:00,10,128
279271,2025-01-15,09:00:00,20,294
279275,2025-01-15,08:20:00,10,100
279810,2025-01-15,20:20:00,20,118
279672,2025-01-15,16:20:00,20,100
279349,2025-01-15,10:00:00,10,263
279299,2025-01-15,08:50:00,20,100
279811,2025-01-15,20:40:00,20,118
279301,2025-01-15,09:00:00,10,248
281238,2025-01-02,12:30:00,10,365
279729,2025-01-15,17:00:00,10,108
279805,2025-01-15,20:00:00,10,108
279817,2025-01-15,21:20:00,20,118
279765,2025-01-15,18:15:00,10,108
279529,2025-01-15,13:15:00,10,248
279473,2025-01-15,13:40:00,20,314
279285,2025-01-15,08:40:00,20,100
279625,2025-01-15,15:00:00,10,248
279403,2025-01-15,11:00:00,10,128
279542,2025-01-15,13:20:00,20,314
279277,2025-01-15,08:00:00,10,168
279386,2025-01-15,10:45:00,10,263
279745,2025-01-15,12:00:00,20,100
279576,2025-01-15,14:20:00,10,128
279282,2025-01-15,12:00:00,10,297
279366,2025-01-15,10:20:00,10,128
279725,2025-01-15,16:30:00,10,100
279314,2025-01-15,09:15:00,10,289
279461,2025-01-15,12:00:00,10,248
279489,2025-01-15,12:00:00,10,201
279754,2025-01-15,18:00:00,10,108
279681,2025-01-15,16:15:00,10,108
279340,2025-01-15,10:00:00,10,128
279554,2025-01-15,15:30:00,10,100
279338,2025-01-15,09:20:00,20,100
279424,2025-01-15,11:20:00,10,128
279310,2025-01-15,09:15:00,10,168
279286,2025-01-15,09:00:00,10,108
279319,2025-01-15,09:15:00,10,108
279312,2025-01-15,07:40:00,20,236
279599,2025-01-15,14:40:00,10,128
279741,2025-01-15,17:30:00,10,100
279617,2025-01-15,15:00:00,20,100
279795,2025-01-15,18:45:00,10,108
279483,2025-01-15,11:30:00,20,100
279334,2025-01-15,09:40:00,20,161
279448,2025-01-15,11:45:00,10,289
279506,2025-01-15,12:40:00,10,128
279620,2025-01-15,15:00:00,10,128
279572,2025-01-15,10:40:00,20,102
279272,2025-01-15,08:10:00,20,100
279547,2025-01-15,12:20:00,10,128
279694,2025-01-15,16:15:00,10,108
279280,2025-01-15,08:30:00,10,108
279266,2025-01-15,08:00:00,10,100
279742,2025-01-15,17:15:00,10,108
279704,2025-01-15,16:30:00,10,108
279507,2025-01-15,12:45:00,10,248
279509,2025-01-15,10:00:00,10,100
279661,2025-01-15,13:00:00,10,100
279793,2025-01-15,19:15:00,10,108
279674,2025-01-15,16:00:00,10,128
283373,2025-01-09,10:15:00,10,248
283690,2025-01-09,18:30:00,10,248
283393,2025-01-09,10:45:00,10,248
282633,2025-01-09,18:00:00,10,248
281536,2025-01-12,19:50:00,10,221
280688,2025-01-12,12:00:00,20,118
281331,2025-01-14,11:00:00,10,263
281063,2025-01-13,13:20:00,20,116
280956,2025-01-13,12:00:00,20,116
281304,2025-01-13,20:40:00,20,118
280572,2025-01-13,10:30:00,10,374
280448,2025-01-14,14:30:00,20,100
279297,2025-01-14,19:15:00,10,108
279359,2025-01-14,09:20:00,20,304
280087,2025-01-14,15:20:00,20,270
280733,2025-01-12,09:40:00,20,118
280730,2025-01-12,15:40:00,20,118
281543,2025-01-09,15:00:00,10,248
281849,2025-01-07,18:30:00,10,248
280700,2025-01-12,12:20:00,20,118
280734,2025-01-12,18:40:00,20,118
280732,2025-01-12,18:20:00,20,118
280503,2025-01-10,12:00:00,10,248
283041,2025-01-06,11:00:00,20,354
282768,2025-01-07,08:15:00,10,263
281503,2025-01-06,10:40:00,20,337
281564,2025-01-06,15:30:00,10,374
281855,2025-01-02,15:45:00,10,248
280766,2025-01-07,14:30:00,10,263
280653,2025-01-07,09:30:00,10,263
280422,2025-01-06,15:40:00,20,270
280681,2025-01-07,12:30:00,10,119
279703,2025-01-07,16:30:00,10,282
279536,2025-01-07,14:00:00,20,270
279460,2025-01-07,14:20:00,60,287
279684,2025-01-07,16:40:00,10,128
279887,2025-01-07,11:45:00,10,263
280002,2025-01-07,11:20:00,10,119
280057,2025-01-07,15:45:00,10,103
280028,2025-01-07,08:40:00,10,119
280081,2025-01-07,13:20:00,10,221
280363,2025-01-09,19:15:00,10,289
279411,2025-01-09,12:00:00,20,116
281265,2025-01-08,19:00:00,10,168
280560,2025-01-08,14:00:00,20,270
279652,2025-01-08,12:40:00,20,104
279911,2025-01-09,10:40:00,20,270
280222,2025-01-09,16:30:00,10,289
279874,2025-01-09,09:15:00,10,289
279933,2025-01-09,09:20:00,10,221
280065,2025-01-09,13:15:00,20,289
280266,2025-01-09,17:00:00,20,289
279992,2025-01-09,13:00:00,10,289
280083,2025-01-09,12:20:00,20,270
280332,2025-01-09,19:00:00,10,289
279866,2025-01-09,09:00:00,10,289
279548,2025-01-07,13:00:00,10,248
280689,2025-01-06,15:00:00,10,119
280673,2025-01-06,21:10:00,10,119
280693,2025-01-06,13:30:00,10,263
279815,2025-01-06,16:45:00,10,289
281915,2025-01-06,13:45:00,10,289
280784,2025-01-06,11:30:00,10,263
279367,2025-01-06,18:40:00,20,290
281209,2025-01-06,16:40:00,10,225
280529,2025-01-03,11:45:00,10,248
279364,2025-01-06,13:00:00,10,119
281631,2025-01-03,10:00:00,10,248
282036,2025-01-04,12:00:00,60,376
281072,2025-01-03,13:30:00,10,248
280029,2025-01-06,20:50:00,10,119
279956,2025-01-06,20:30:00,10,119
280273,2025-01-06,17:40:00,20,224
280195,2025-01-06,09:00:00,30,263
280820,2025-01-13,09:20:00,10,119
279389,2025-01-13,11:40:00,20,161
281999,2025-01-10,12:45:00,10,248
280004,2025-01-06,18:00:00,30,289
281259,2025-01-21,18:30:00,10,168
280889,2025-01-22,10:15:00,10,263
281258,2025-01-21,11:10:00,10,108
281285,2025-01-21,17:40:00,20,376
280905,2025-01-21,16:45:00,10,248
280654,2025-01-18,12:40:00,20,376
279435,2025-01-22,10:00:00,20,236
279449,2025-01-22,11:45:00,10,289
279770,2025-01-22,18:30:00,10,289
279464,2025-01-22,10:00:00,20,297
279431,2025-01-22,11:00:00,10,263
279283,2025-01-22,08:40:00,20,236
281856,2025-01-22,17:40:00,20,376
280112,2025-01-22,13:00:00,20,100
280155,2025-01-22,15:00:00,20,100
281009,2025-01-21,14:40:00,20,287
279487,2025-01-23,08:20:00,20,375
279373,2025-01-23,09:00:00,20,375
279935,2025-01-23,11:20:00,20,236
279846,2025-01-23,08:00:00,20,236
280280,2025-01-22,19:20:00,20,286
279864,2025-01-23,09:00:00,10,289
280046,2025-01-23,12:00:00,20,116
280420,2025-01-22,15:00:00,20,270
273654,2025-01-23,09:15:00,10,263
273684,2025-01-23,13:15:00,10,263
280566,2025-01-17,14:30:00,10,108
280587,2025-01-21,10:00:00,20,100
280636,2025-01-21,12:20:00,20,161
281335,2025-01-21,17:45:00,10,263
281193,2025-01-21,10:00:00,10,263
281208,2025-01-21,17:00:00,10,103
280498,2025-01-21,15:00:00,20,270
280931,2025-01-21,14:45:00,10,263
280831,2025-01-20,10:20:00,20,354
280479,2025-01-20,09:00:00,60,354
280916,2025-01-20,10:50:00,20,225
280967,2025-01-20,12:20:00,20,225
280790,2025-01-20,09:30:00,20,228
281173,2025-01-20,16:20:00,10,225
279600,2025-01-21,14:40:00,20,102
279324,2025-01-21,13:00:00,20,102
279987,2025-01-21,11:00:00,10,103
282822,2025-01-21,14:00:00,10,168
280774,2025-01-27,10:00:00,10,263
280769,2025-01-27,07:30:00,10,263
280542,2025-01-28,13:30:00,20,100
279482,2025-01-28,18:00:00,10,263
282090,2025-01-23,17:40:00,20,376
279342,2025-01-29,12:00:00,20,236
279619,2025-01-29,12:20:00,20,236
279450,2025-01-29,11:45:00,10,289
279767,2025-01-29,18:30:00,10,289
281069,2025-01-30,13:00:00,20,236
279752,2025-01-30,17:00:00,60,161
279865,2025-01-30,09:00:00,10,289
280047,2025-01-30,12:00:00,20,116
273790,2025-01-30,09:00:00,20,236
279532,2025-01-22,12:40:00,20,102
279268,2025-01-29,08:15:00,10,263
279557,2025-01-27,13:40:00,20,102
279491,2025-01-29,12:30:00,10,263
281981,2025-01-31,07:40:00,20,236
280378,2025-01-31,09:15:00,10,263
279697,2025-01-28,15:20:00,20,224
279687,2025-01-28,15:30:00,20,100
279591,2025-01-16,13:20:00,20,236
279415,2025-01-16,10:00:00,10,119
279329,2025-01-16,09:40:00,10,119
280605,2025-01-16,17:45:00,10,108
280097,2025-01-16,14:45:00,10,271
279952,2025-01-16,11:00:00,10,248
279868,2025-01-16,12:00:00,10,248
280211,2025-01-16,10:30:00,20,100
280631,2025-01-24,19:00:00,20,118
280380,2025-01-24,09:15:00,10,263
280365,2025-01-24,09:00:00,10,263
280318,2025-01-16,15:40:00,20,314
279916,2025-01-16,09:40:00,20,100
279943,2025-01-16,10:00:00,20,100
280107,2025-01-16,13:40:00,20,116
280032,2025-01-16,13:00:00,10,128
279876,2025-01-16,10:20:00,10,119
279832,2025-01-16,08:00:00,10,119
279980,2025-01-16,12:00:00,10,119
279939,2025-01-16,09:50:00,20,100
280461,2025-01-17,11:00:00,10,128
280478,2025-01-17,11:30:00,10,248
280517,2025-01-17,12:00:00,10,108
280608,2025-01-17,13:00:00,10,108
281389,2025-01-16,07:40:00,10,221
281272,2025-01-16,19:00:00,10,289
280426,2025-01-16,10:50:00,10,100
280371,2025-01-17,09:00:00,10,263
280480,2025-01-16,17:30:00,10,108
280545,2025-01-16,17:30:00,20,100
280376,2025-01-17,09:15:00,10,263
280494,2025-01-17,12:00:00,10,128
279766,2025-01-15,18:00:00,20,100
280225,2025-01-16,16:30:00,10,289
279893,2025-01-16,08:20:00,10,100
279895,2025-01-16,08:30:00,20,100
280289,2025-01-16,16:00:00,10,248
280015,2025-01-16,12:20:00,10,128
280327,2025-01-16,18:45:00,10,108
280168,2025-01-16,15:15:00,10,248
279962,2025-01-16,10:30:00,10,248
279998,2025-01-16,10:40:00,10,128
279352,2025-01-15,10:00:00,20,116
279813,2025-01-15,11:00:00,10,168
279798,2025-01-15,19:30:00,10,108
279772,2025-01-15,18:10:00,20,100
279748,2025-01-15,17:50:00,20,100
279343,2025-01-15,10:00:00,10,168
279627,2025-01-15,16:00:00,10,201
279281,2025-01-15,08:20:00,20,116
279470,2025-01-15,12:00:00,20,116
279669,2025-01-15,15:40:00,20,116
279690,2025-01-15,16:00:00,20,116
279650,2025-01-15,18:50:00,20,100
279953,2025-01-16,11:15:00,10,263
279862,2025-01-16,09:00:00,10,263
280161,2025-01-16,15:00:00,60,287
280275,2025-01-16,17:30:00,10,248
280292,2025-01-16,18:00:00,10,248
280061,2025-01-16,13:15:00,20,289
279871,2025-01-16,09:10:00,20,100
279938,2025-01-16,11:20:00,10,119
279820,2025-01-16,07:30:00,10,221
280180,2025-01-16,15:30:00,10,248
279875,2025-01-16,08:50:00,20,100
280119,2025-01-16,14:20:00,10,128
280294,2025-01-16,18:00:00,10,108
280153,2025-01-16,15:00:00,10,128
280306,2025-01-16,18:30:00,10,108
280017,2025-01-16,12:20:00,10,221
279984,2025-01-16,11:50:00,10,221
279867,2025-01-16,09:00:00,10,221
280008,2025-01-16,15:00:00,20,100
280347,2025-01-16,20:00:00,10,108
279993,2025-01-16,10:00:00,20,270
280705,2025-01-19,15:00:00,20,118
279872,2025-01-16,09:00:00,10,248
279914,2025-01-16,10:00:00,10,221
280003,2025-01-16,12:10:00,10,221
280305,2025-01-16,18:30:00,10,248
279970,2025-01-16,10:30:00,10,221
279854,2025-01-16,09:00:00,20,100
280142,2025-01-16,14:45:00,10,248
279907,2025-01-16,10:00:00,10,248
280044,2025-01-16,12:00:00,20,116
280136,2025-01-16,14:00:00,10,128
280287,2025-01-16,17:45:00,10,248
279883,2025-01-16,09:30:00,20,100
280075,2025-01-16,13:20:00,10,128
280027,2025-01-16,12:30:00,10,248
279863,2025-01-16,09:00:00,10,289
280295,2025-01-16,12:45:00,10,248
280105,2025-01-16,14:00:00,20,100
279873,2025-01-16,09:10:00,10,221
273653,2025-01-16,09:15:00,10,263
280459,2025-01-24,10:00:00,20,288
279394,2025-01-20,11:00:00,20,102
279971,2025-01-20,10:00:00,60,304
280408,2025-01-16,10:40:00,20,100
280133,2025-01-17,12:00:00,10,248
279983,2025-01-16,11:40:00,20,100
280304,2025-01-16,18:20:00,20,100
279818,2025-01-05,20:30:00,10,221
279303,2025-01-02,17:30:00,10,108
279774,2025-01-02,17:20:00,10,108
279746,2025-01-02,16:40:00,10,108
279696,2025-01-02,16:20:00,10,128
279378,2025-01-02,10:45:00,10,263
279574,2025-01-02,14:30:00,10,248
279644,2025-01-02,06:50:00,10,201
280114,2025-01-02,14:00:00,10,103
280322,2025-01-02,13:45:00,10,248
280129,2025-01-02,17:00:00,10,103
280104,2025-01-02,14:45:00,10,248
280219,2025-01-02,16:00:00,10,103
279915,2025-01-02,10:00:00,10,103
280185,2025-01-02,15:30:00,10,103
279919,2025-01-02,10:40:00,10,221
280005,2025-01-02,11:30:00,10,103
279824,2025-01-02,07:30:00,10,221
280092,2025-01-02,12:40:00,10,221
280253,2025-01-02,17:15:00,10,103
280263,2025-01-02,17:30:00,10,103
280001,2025-01-02,11:15:00,10,103
279927,2025-01-02,10:50:00,10,221
280209,2025-01-02,09:45:00,10,103
280252,2025-01-02,15:40:00,10,108
279958,2025-01-02,11:40:00,10,221
279888,2025-01-02,10:20:00,10,221
280221,2025-01-02,14:30:00,10,103
279982,2025-01-02,11:50:00,10,221
279994,2025-01-02,11:00:00,10,103
280103,2025-01-02,12:50:00,10,221
280059,2025-01-02,12:20:00,10,221
280052,2025-01-02,13:00:00,10,248
280157,2025-01-02,14:45:00,10,103
280115,2025-01-02,08:40:00,20,100
280051,2025-01-02,14:40:00,20,236
280239,2025-01-02,16:15:00,10,103
279951,2025-01-02,10:45:00,10,103
279931,2025-01-02,10:30:00,10,103
279955,2025-01-02,13:00:00,10,103
273847,2025-01-02,12:00:00,10,119
273617,2025-01-02,10:00:00,10,119
273714,2025-01-02,10:20:00,10,119
273687,2025-01-02,13:15:00,10,263
279387,2025-01-03,11:00:00,10,282
279791,2025-01-02,18:20:00,20,286
279362,2025-01-03,10:45:00,10,282
279540,2025-01-03,10:15:00,10,263
279692,2025-01-03,11:45:00,10,282
279458,2025-01-03,12:00:00,10,282
279355,2025-01-03,10:30:00,10,282
279593,2025-01-03,12:30:00,10,282
280227,2025-01-03,14:15:00,30,344
280274,2025-01-03,11:00:00,10,108
279296,2025-01-03,09:15:00,10,263
279596,2025-01-02,14:00:00,10,201
279761,2025-01-02,17:20:00,20,286
279666,2025-01-08,15:30:00,10,289
279453,2025-01-08,11:15:00,10,263
279501,2025-01-08,08:20:00,10,100
279440,2025-01-08,12:45:00,10,248
279614,2025-01-08,15:20:00,20,270
279401,2025-01-08,11:00:00,10,168
279423,2025-01-08,12:30:00,10,248
279493,2025-01-08,14:45:00,10,248
279490,2025-01-08,12:30:00,10,263
279305,2025-01-08,09:20:00,20,119
280216,2025-01-08,09:00:00,10,100
273916,2025-01-08,15:00:00,20,161
279860,2025-01-03,13:30:00,10,108
280330,2025-01-03,14:00:00,10,108
280072,2025-01-01,13:20:00,10,201
279856,2025-01-09,14:00:00,20,104
280229,2025-01-10,14:30:00,30,342
280353,2025-01-10,09:00:00,60,288
279855,2025-01-09,12:40:00,20,104
279689,2025-01-09,13:40:00,20,270
280374,2025-01-10,09:15:00,10,263
280131,2025-01-15,18:30:00,10,108
280302,2025-01-15,14:20:00,20,161
279257,2025-01-15,07:45:00,10,263
279264,2025-01-15,08:00:00,10,263
279467,2025-01-14,15:45:00,10,374
279826,2025-01-14,17:10:00,10,221
279850,2025-01-14,12:40:00,20,116
279516,2025-01-15,13:00:00,10,128
275063,2025-01-15,15:45:00,10,263
274546,2025-01-15,12:20:00,20,161
280099,2025-01-14,17:20:00,10,221
274256,2025-01-14,18:40:00,20,232
280482,2025-01-14,17:30:00,10,263
279438,2025-01-13,10:30:00,10,374
280270,2025-01-14,18:40:00,20,100
273888,2025-01-14,12:00:00,20,375
279905,2025-01-07,16:20:00,20,270
274110,2025-01-07,14:00:00,20,102
280442,2025-01-06,10:40:00,20,270
280474,2025-01-06,11:40:00,20,270
280575,2025-01-06,20:40:00,20,118
279488,2025-01-06,11:00:00,20,270
273891,2025-01-07,12:20:00,20,354
273834,2025-01-07,10:00:00,20,354
273785,2025-01-07,12:00:00,20,102
273745,2025-01-07,11:20:00,60,236
273701,2025-01-07,10:20:00,20,102
274037,2025-01-07,15:20:00,20,102
274141,2025-01-07,17:00:00,10,221
274383,2025-01-08,09:00:00,20,102
274490,2025-01-08,08:00:00,60,278
274451,2025-01-08,10:00:00,20,236
274587,2025-01-08,13:00:00,20,100
274532,2025-01-08,12:00:00,20,297
274484,2025-01-08,10:00:00,20,102
273969,2025-01-08,11:00:00,20,102
274267,2025-01-07,18:00:00,20,116
274217,2025-01-07,18:20:00,20,116
280467,2025-01-20,18:00:00,20,288
280861,2025-01-21,10:00:00,10,168
280265,2025-01-21,18:20:00,20,204
279812,2025-01-22,19:10:00,20,318
280525,2025-01-20,19:00:00,60,288
274560,2025-01-22,12:40:00,20,161
274534,2025-01-06,12:40:00,20,116
274241,2025-01-07,18:30:00,10,294
273734,2025-01-07,11:00:00,20,102
274025,2025-01-07,14:40:00,20,102
273919,2025-01-07,13:20:00,20,102
274088,2025-01-07,17:00:00,20,297
273873,2025-01-07,12:00:00,20,116
273982,2025-01-07,14:30:00,20,297
274021,2025-01-07,16:00:00,10,263
280556,2025-01-17,14:00:00,10,108
274018,2025-01-21,16:00:00,10,263
279879,2025-01-20,08:00:00,60,355
280145,2025-01-21,14:45:00,10,103
279420,2025-01-08,11:15:00,10,168
280167,2025-01-09,18:00:00,10,289
280042,2025-01-08,11:40:00,20,116
280307,2025-01-09,18:15:00,20,289
280244,2025-01-08,15:00:00,10,248
273950,2025-01-09,15:30:00,10,263
274976,2025-01-09,11:30:00,10,263
274962,2025-01-09,11:20:00,20,116
274820,2025-01-09,07:40:00,20,236
274915,2025-01-09,10:00:00,10,221
272947,2025-01-09,14:00:00,10,263
274190,2025-01-09,17:00:00,20,204
274945,2025-01-09,08:45:00,10,263
274960,2025-01-08,10:40:00,20,270
275002,2025-01-09,12:30:00,10,263
279799,2025-01-28,18:40:00,20,233
273655,2025-01-30,09:15:00,10,263
279784,2025-01-23,19:40:00,20,286
279764,2025-01-30,18:40:00,20,233
280224,2025-01-30,16:30:00,10,289
273686,2025-01-30,13:15:00,10,263
280288,2025-01-28,19:00:00,20,233
274305,2025-01-29,08:00:00,20,297
273843,2025-01-29,13:00:00,20,375
268661,2025-01-27,18:45:00,10,289
274020,2025-01-28,16:00:00,10,263
274596,2025-01-08,13:40:00,20,116
273841,2025-01-08,11:00:00,20,270
274240,2025-01-08,18:20:00,20,233
273640,2025-01-06,09:40:00,20,102
279575,2025-01-05,19:20:00,20,118
263061,2025-01-06,18:30:00,20,100
274990,2025-01-06,13:40:00,10,119
274926,2025-01-06,12:40:00,10,119
275272,2025-01-06,14:20:00,10,119
274835,2025-01-06,12:30:00,10,119
274399,2025-01-06,12:40:00,20,304
274430,2025-01-06,10:20:00,20,100
274718,2025-01-06,08:00:00,20,375
274083,2025-01-06,15:50:00,20,100
273651,2025-01-06,09:30:00,20,100
274123,2025-01-06,17:40:00,20,286
273111,2025-01-06,12:00:00,20,304
273469,2025-01-06,16:00:00,20,100
273431,2025-01-06,15:00:00,20,100
273034,2025-01-13,07:00:00,20,287
273563,2025-01-13,19:00:00,20,288
273032,2025-01-13,07:00:00,10,263
275274,2025-01-14,20:00:00,60,232
279829,2025-01-16,07:50:00,10,221
280038,2025-01-16,11:50:00,20,100
280298,2025-01-16,18:30:00,10,100
280019,2025-01-16,11:10:00,10,100
280308,2025-01-16,18:40:00,20,100
280011,2025-01-16,12:30:00,20,100
280248,2025-01-16,15:30:00,20,100
279859,2025-01-16,09:20:00,10,119
274970,2025-01-16,11:30:00,10,263
275003,2025-01-16,12:30:00,10,263
275234,2025-01-16,14:20:00,20,161
280148,2025-01-16,15:00:00,10,263
272949,2025-01-16,14:00:00,10,263
273689,2025-01-16,13:15:00,10,263
273951,2025-01-16,15:30:00,10,263
280116,2025-01-16,14:15:00,10,248
279975,2025-01-16,11:30:00,10,248
273002,2025-01-05,15:00:00,20,118
273004,2025-01-05,15:40:00,20,118
272978,2025-01-05,09:20:00,20,118
272981,2025-01-05,16:00:00,20,118
279918,2025-01-02,10:15:00,10,271
279920,2025-01-02,10:15:00,10,103
279934,2025-01-02,09:45:00,10,263
273921,2025-01-02,15:00:00,10,263
274833,2025-01-02,08:00:00,10,119
275289,2025-01-02,18:30:00,10,108
275237,2025-01-02,16:30:00,10,103
275333,2025-01-02,18:40:00,10,108
275341,2025-01-02,18:10:00,10,108
275321,2025-01-02,17:30:00,10,248
275125,2025-01-02,14:00:00,10,248
275247,2025-01-02,14:40:00,20,287
274863,2025-01-02,09:40:00,10,221
274899,2025-01-02,10:40:00,10,128
274719,2025-01-02,16:20:00,10,108
