APPOINTMENTID,APPOINTMENTDATE,APPOINTMENTSTARTTIME,APPOINTMENTDURATION,PROVIDERID
278909,2025-01-06,18:00:00,60,288
278944,2025-01-06,12:00:00,20,270
273586,2025-01-06,20:00:00,20,118
282099,2025-01-07,08:00:00,10,263
279001,2025-01-09,13:00:00,10,201
278998,2025-01-09,10:00:00,20,270
273399,2025-01-09,14:40:00,20,236
281538,2025-01-09,12:20:00,10,221
281615,2025-01-06,19:35:00,10,119
262484,2025-01-08,19:00:00,20,232
285005,2025-01-07,15:40:00,20,104
238864,2025-01-09,12:00:00,20,104
278411,2025-01-09,16:00:00,20,270
277695,2025-01-10,10:00:00,10,248
277771,2025-01-10,13:00:00,10,344
277777,2025-01-10,13:30:00,10,344
277773,2025-01-10,13:15:00,10,344
277873,2025-01-10,21:40:00,20,118
277746,2025-01-10,12:20:00,10,128
277795,2025-01-09,18:20:00,20,286
277735,2025-01-10,11:40:00,10,128
277931,2025-01-12,15:20:00,20,118
277709,2025-01-10,10:30:00,10,248
277714,2025-01-10,10:00:00,10,282
257137,2025-01-10,15:20:00,20,247
285173,2025-01-07,17:30:00,60,118
262557,2025-01-13,20:00:00,20,118
278092,2025-01-13,13:20:00,20,102
278430,2025-01-13,18:15:00,10,108
278372,2025-01-13,17:20:00,10,119
278020,2025-01-13,10:00:00,10,128
278285,2025-01-13,15:00:00,10,119
278049,2025-01-13,09:00:00,20,354
278426,2025-01-13,19:45:00,10,108
278356,2025-01-13,16:40:00,10,128
278023,2025-01-13,12:00:00,10,248
278359,2025-01-13,12:00:00,10,119
278106,2025-01-13,13:00:00,10,263
278085,2025-01-13,12:15:00,10,248
278427,2025-01-13,20:15:00,10,108
278132,2025-01-13,12:30:00,10,225
278074,2025-01-13,10:40:00,20,102
278424,2025-01-13,19:30:00,10,108
278404,2025-01-13,18:30:00,10,108
278145,2025-01-13,12:30:00,10,248
278244,2025-01-13,14:00:00,10,263
278495,2025-01-13,12:50:00,60,301
278604,2025-01-13,15:45:00,10,263
278467,2025-01-13,08:20:00,20,236
279185,2025-01-13,18:00:00,60,288
278790,2025-01-13,09:40:00,10,119
278744,2025-01-13,18:45:00,10,289
278789,2025-01-13,09:30:00,10,119
278237,2025-01-13,14:00:00,10,128
278344,2025-01-13,16:20:00,10,128
278048,2025-01-13,10:30:00,10,248
278410,2025-01-13,18:45:00,10,108
278329,2025-01-13,16:10:00,10,119
278325,2025-01-13,15:50:00,10,119
278195,2025-01-13,13:15:00,10,263
278362,2025-01-13,16:50:00,10,119
278357,2025-01-13,15:00:00,60,287
278390,2025-01-13,18:00:00,10,108
278180,2025-01-13,13:00:00,10,248
278026,2025-01-13,10:30:00,10,263
278433,2025-01-13,20:30:00,10,108
278348,2025-01-13,16:30:00,10,119
278215,2025-01-13,13:40:00,10,128
277960,2025-01-13,07:45:00,10,263
278155,2025-01-13,12:20:00,10,128
278041,2025-01-13,09:15:00,10,248
278368,2025-01-13,17:10:00,10,119
277971,2025-01-13,07:40:00,20,236
277998,2025-01-13,09:30:00,10,263
279197,2025-01-13,09:50:00,10,225
278154,2025-01-12,12:40:00,20,204
273233,2025-01-13,11:20:00,20,161
278415,2025-01-13,20:00:00,10,108
282120,2025-01-13,11:00:00,60,287
277986,2025-01-13,09:00:00,10,248
278254,2025-01-14,13:30:00,10,119
278165,2025-01-14,12:40:00,10,119
278731,2025-01-14,12:30:00,10,248
278842,2025-01-14,13:30:00,10,263
278969,2025-01-14,12:00:00,10,248
278697,2025-01-14,12:20:00,10,128
278861,2025-01-14,14:00:00,10,248
278724,2025-01-14,12:10:00,20,100
278663,2025-01-14,11:30:00,10,248
278460,2025-01-14,08:20:00,10,119
278586,2025-01-14,10:40:00,10,221
278869,2025-01-14,14:20:00,10,128
278591,2025-01-14,10:50:00,20,100
278819,2025-01-14,12:40:00,20,100
278784,2025-01-14,13:10:00,20,100
278997,2025-01-14,11:00:00,10,248
278854,2025-01-14,14:00:00,10,221
279035,2025-01-14,16:20:00,10,128
278513,2025-01-14,09:00:00,20,102
278891,2025-01-14,15:00:00,10,128
279150,2025-01-14,18:00:00,10,221
279059,2025-01-14,17:00:00,10,263
278936,2025-01-14,13:30:00,20,100
278633,2025-01-14,11:10:00,10,221
278877,2025-01-14,14:40:00,10,128
279192,2025-01-14,18:30:00,10,289
278826,2025-01-14,12:50:00,10,100
278670,2025-01-14,11:30:00,20,100
279000,2025-01-14,11:15:00,10,248
279124,2025-01-14,17:20:00,20,100
278475,2025-01-14,08:40:00,10,119
278795,2025-01-14,13:15:00,10,282
278538,2025-01-14,09:45:00,10,221
278701,2025-01-14,11:50:00,10,100
278477,2025-01-14,09:20:00,20,100
278836,2025-01-14,09:40:00,10,128
278567,2025-01-14,10:10:00,10,221
278715,2025-01-14,12:10:00,10,221
278851,2025-01-14,11:50:00,10,119
278540,2025-01-14,10:30:00,20,100
278614,2025-01-14,11:00:00,20,100
279146,2025-01-14,17:40:00,10,314
278720,2025-01-14,12:40:00,10,128
278661,2025-01-14,11:30:00,10,128
278570,2025-01-14,13:20:00,10,128
278799,2025-01-14,14:00:00,10,128
279033,2025-01-14,12:20:00,20,270
279054,2025-01-14,16:40:00,10,128
278601,2025-01-14,11:20:00,10,128
278496,2025-01-14,09:40:00,10,100
278798,2025-01-14,13:00:00,10,248
278981,2025-01-14,15:15:00,10,289
278733,2025-01-14,12:20:00,20,100
279044,2025-01-14,16:30:00,10,221
278741,2025-01-14,12:10:00,10,119
278734,2025-01-14,12:15:00,10,248
278743,2025-01-14,12:20:00,10,221
278825,2025-01-14,13:15:00,10,263
278886,2025-01-14,14:30:00,10,248
279009,2025-01-14,08:15:00,10,374
278514,2025-01-14,10:00:00,20,100
278531,2025-01-14,10:20:00,20,100
278507,2025-01-14,09:50:00,20,100
278882,2025-01-14,13:00:00,20,100
278755,2025-01-14,11:20:00,20,102
281796,2025-01-23,16:00:00,10,108
281416,2025-01-23,09:20:00,10,119
278339,2025-01-23,18:40:00,20,233
279008,2025-01-14,17:45:00,10,263
278782,2025-01-14,13:00:00,10,282
278972,2025-01-14,15:40:00,10,128
278626,2025-01-14,11:40:00,10,128
278749,2025-01-14,13:40:00,10,128
279194,2025-01-14,18:50:00,10,100
278622,2025-01-14,11:10:00,10,100
279003,2025-01-14,14:00:00,20,100
278907,2025-01-14,13:20:00,20,100
278465,2025-01-14,08:20:00,20,100
278523,2025-01-14,10:10:00,20,100
279016,2025-01-14,16:00:00,10,248
278613,2025-01-14,09:20:00,20,102
279144,2025-01-14,18:00:00,10,108
278835,2025-01-14,13:50:00,10,119
279078,2025-01-14,17:00:00,10,248
278978,2025-01-14,13:50:00,20,100
279214,2025-01-14,19:00:00,10,108
278941,2025-01-14,11:45:00,10,248
278611,2025-01-14,10:50:00,10,221
278934,2025-01-14,14:45:00,10,263
278770,2025-01-14,15:00:00,10,248
278487,2025-01-14,09:00:00,10,119
278884,2025-01-14,09:00:00,10,168
279151,2025-01-14,17:50:00,20,100
278459,2025-01-14,08:30:00,10,263
278474,2025-01-14,08:30:00,20,100
279084,2025-01-14,17:15:00,10,248
278650,2025-01-14,11:20:00,10,221
278457,2025-01-14,08:10:00,20,100
278525,2025-01-14,09:30:00,10,221
278705,2025-01-14,11:50:00,10,221
278933,2025-01-14,15:20:00,10,128
278949,2025-01-14,13:40:00,20,314
278732,2025-01-14,15:30:00,10,263
278682,2025-01-14,11:40:00,20,100
279166,2025-01-14,17:40:00,20,376
278644,2025-01-14,12:00:00,10,128
277917,2025-01-14,18:00:00,10,263
277776,2025-01-14,08:40:00,20,236
278227,2025-01-14,12:40:00,20,102
278558,2025-01-14,11:00:00,10,128
279017,2025-01-14,13:00:00,10,263
279004,2025-01-14,13:00:00,10,263
278551,2025-01-14,10:00:00,10,221
284869,2025-01-14,13:15:00,10,221
279155,2025-01-14,18:10:00,10,221
278979,2025-01-14,15:30:00,20,100
278488,2025-01-14,08:20:00,20,354
278698,2025-01-14,08:45:00,10,263
278398,2025-01-14,11:40:00,60,355
279070,2025-01-14,09:30:00,10,168
279131,2025-01-14,17:40:00,20,116
279206,2025-01-14,18:45:00,10,108
278735,2025-01-14,12:20:00,20,116
279081,2025-01-14,17:00:00,10,221
278555,2025-01-14,15:00:00,60,287
278526,2025-01-15,07:45:00,10,263
279156,2025-01-14,18:15:00,10,108
279234,2025-01-14,19:40:00,20,116
279217,2025-01-14,19:20:00,20,116
278865,2025-01-14,14:00:00,60,287
279208,2025-01-14,14:45:00,10,168
279193,2025-01-14,18:50:00,10,221
279240,2025-01-14,17:00:00,10,168
279201,2025-01-14,18:40:00,10,221
257130,2025-01-14,18:00:00,20,204
279207,2025-01-14,19:00:00,20,116
278818,2025-01-14,12:40:00,20,354
278564,2025-01-13,16:50:00,10,225
278687,2025-01-14,09:30:00,10,263
278643,2025-01-13,10:20:00,20,354
278214,2025-01-13,13:40:00,20,225
278403,2025-01-13,18:15:00,10,108
278148,2025-01-13,10:40:00,10,225
278413,2025-01-13,19:00:00,10,108
278073,2025-01-13,10:00:00,20,225
278364,2025-01-13,16:45:00,10,248
278282,2025-01-13,14:40:00,20,116
278369,2025-01-13,16:30:00,20,225
273459,2025-01-14,09:45:00,10,263
281853,2025-01-21,12:40:00,20,161
281532,2025-01-21,12:00:00,60,287
281484,2025-01-21,13:00:00,60,287
285273,2025-01-21,20:15:00,10,108
285238,2025-01-21,18:45:00,10,103
285252,2025-01-21,10:00:00,30,289
277875,2025-01-17,21:40:00,20,118
277772,2025-01-17,12:40:00,20,236
268897,2025-01-16,19:00:00,20,204
275612,2025-01-17,17:40:00,20,161
275408,2025-01-17,11:00:00,20,288
259543,2025-01-17,18:00:00,20,161
278587,2025-01-09,16:30:00,20,270
279128,2025-01-16,17:00:00,20,286
279011,2025-01-17,16:00:00,60,161
277872,2025-01-17,19:20:00,20,118
277745,2025-01-17,12:00:00,20,288
277874,2025-01-17,21:20:00,20,118
277716,2025-01-17,11:00:00,20,236
277759,2025-01-17,13:00:00,20,288
288156,2025-01-23,10:20:00,20,337
289598,2025-01-23,13:30:00,10,248
272006,2025-01-21,11:40:00,20,161
271681,2025-01-21,13:40:00,20,161
268684,2025-01-21,19:00:00,10,289
271489,2025-01-21,10:20:00,20,161
268228,2025-01-21,18:15:00,10,289
268182,2025-01-21,18:30:00,10,289
268155,2025-01-21,11:00:00,10,289
268069,2025-01-21,18:00:00,10,289
276604,2025-01-21,14:00:00,20,297
276389,2025-01-21,11:20:00,20,161
277185,2025-01-21,19:00:00,20,233
277218,2025-01-21,20:20:00,20,232
277188,2025-01-21,19:40:00,60,232
277187,2025-01-21,19:20:00,20,232
277567,2025-01-21,17:30:00,60,232
266069,2025-01-20,19:40:00,20,286
281443,2025-01-21,10:00:00,60,355
268076,2025-01-21,19:00:00,10,168
266108,2025-01-21,17:40:00,20,286
258292,2025-01-21,18:40:00,20,204
258303,2025-01-21,19:00:00,20,204
278534,2025-01-21,09:30:00,10,289
278518,2025-01-21,09:15:00,10,289
278615,2025-01-21,11:20:00,20,236
279130,2025-01-21,17:40:00,20,204
278453,2025-01-21,11:00:00,20,236
278828,2025-01-21,12:40:00,20,236
278873,2025-01-21,14:00:00,20,304
278483,2025-01-21,08:45:00,10,263
269744,2025-01-21,12:45:00,10,263
259816,2025-01-20,08:20:00,20,225
257426,2025-01-20,09:10:00,20,225
260123,2025-01-20,16:00:00,20,228
278646,2025-01-20,12:00:00,60,355
279090,2025-01-20,13:00:00,60,354
289629,2025-01-21,15:00:00,10,248
289585,2025-01-21,08:45:00,10,119
290674,2025-01-22,16:00:00,60,292
282121,2025-01-25,09:00:00,20,376
290855,2025-01-22,18:15:00,10,289
290575,2025-01-22,13:10:00,10,100
290550,2025-01-22,11:45:00,20,119
290847,2025-01-22,19:00:00,10,289
290476,2025-01-22,14:00:00,20,337
278953,2025-01-06,15:45:00,10,103
278546,2025-01-13,08:00:00,20,116
290872,2025-01-24,11:30:00,10,108
290666,2025-01-24,12:30:00,10,201
290385,2025-01-22,16:50:00,10,100
290462,2025-01-22,19:30:00,10,108
290775,2025-01-22,18:00:00,20,329
290357,2025-01-22,08:15:00,10,263
290534,2025-01-22,11:24:00,60,130
290611,2025-01-22,12:30:00,60,270
290873,2025-01-23,19:45:00,10,108
290648,2025-01-23,15:00:00,10,263
290879,2025-01-23,17:20:00,20,247
290635,2025-01-23,10:00:00,20,337
290795,2025-01-23,16:20:00,20,161
290377,2025-01-23,10:15:00,10,263
290353,2025-01-22,09:45:00,10,168
290559,2025-01-23,09:45:00,10,271
290653,2025-01-23,16:45:00,10,248
290349,2025-01-22,10:40:00,20,116
290347,2025-01-22,15:40:00,20,116
290337,2025-01-23,07:40:00,20,116
262380,2025-01-27,12:45:00,10,263
290328,2025-01-27,17:40:00,60,376
290810,2025-01-27,17:30:00,10,289
290692,2025-01-27,14:30:00,10,374
290524,2025-01-28,13:15:00,30,119
290386,2025-01-28,07:45:00,10,201
290762,2025-01-28,07:00:00,10,201
290426,2025-01-28,12:00:00,20,270
290759,2025-01-27,09:40:00,20,116
290654,2025-01-27,16:45:00,10,248
290516,2025-01-27,11:40:00,20,116
290860,2025-01-28,17:00:00,20,204
281724,2025-01-23,15:30:00,10,374
290637,2025-01-29,11:45:00,10,248
290622,2025-01-29,12:30:00,10,289
290849,2025-01-29,18:00:00,10,108
290787,2025-01-29,16:15:00,10,248
290902,2025-01-29,19:00:00,20,118
290800,2025-01-29,16:30:00,10,248
290820,2025-01-29,17:00:00,10,289
290453,2025-01-29,10:15:00,20,119
290399,2025-01-29,10:00:00,20,119
290432,2025-01-29,08:55:00,10,100
290740,2025-01-29,15:45:00,10,248
290617,2025-01-28,14:30:00,10,297
290871,2025-01-29,19:30:00,10,168
290429,2025-01-29,09:30:00,10,289
290442,2025-01-29,11:00:00,10,248
290558,2025-01-29,15:00:00,10,201
290619,2025-01-29,11:15:00,10,201
290630,2025-01-29,11:30:00,10,248
290623,2025-01-29,15:00:00,10,248
290330,2025-01-29,06:30:00,10,201
290754,2025-01-29,15:30:00,10,289
290507,2025-01-29,10:30:00,10,201
281551,2025-01-27,11:00:00,60,354
290472,2025-01-29,09:15:00,20,119
290421,2025-01-29,10:35:00,10,314
290557,2025-01-29,11:30:00,10,282
289603,2025-01-30,09:45:00,10,119
290646,2025-01-30,10:50:00,10,100
290578,2025-01-30,12:45:00,10,357
290671,2025-01-30,12:00:00,10,100
290700,2025-01-30,07:00:00,10,201
290625,2025-01-30,11:40:00,10,100
291715,2025-01-30,16:30:00,60,270
290840,2025-01-29,17:30:00,10,108
290897,2025-01-29,19:15:00,10,108
288079,2025-01-15,10:20:00,20,337
288074,2025-01-15,12:00:00,20,337
288278,2025-01-15,13:15:00,10,289
288206,2025-01-15,14:00:00,10,128
288056,2025-01-15,17:10:00,20,100
288368,2025-01-15,16:30:00,10,168
288131,2025-01-16,13:45:00,10,263
288310,2025-01-15,13:40:00,20,270
288214,2025-01-15,13:15:00,10,168
288350,2025-01-17,15:45:00,10,108
288264,2025-01-16,16:40:00,20,100
288118,2025-01-21,10:10:00,10,100
288012,2025-01-21,06:40:00,10,201
288059,2025-01-21,08:10:00,10,100
288364,2025-01-21,12:10:00,10,100
288394,2025-01-21,14:20:00,10,100
288132,2025-01-21,10:20:00,10,100
288261,2025-01-21,11:30:00,10,100
288463,2025-01-21,16:30:00,10,100
288486,2025-01-21,17:20:00,10,100
288401,2025-01-21,14:30:00,20,100
288348,2025-01-21,08:30:00,10,314
288488,2025-01-21,13:00:00,10,100
288153,2025-01-21,10:30:00,10,100
288146,2025-01-21,11:10:00,10,100
288262,2025-01-21,11:15:00,10,221
288345,2025-01-17,13:45:00,10,248
288429,2025-01-22,15:15:00,10,201
288349,2025-01-22,18:00:00,10,108
288090,2025-01-22,15:00:00,10,248
288434,2025-01-22,15:15:00,10,248
288359,2025-01-22,14:30:00,10,289
288006,2025-01-22,06:20:00,10,201
288362,2025-01-22,14:00:00,10,201
288230,2025-01-22,17:00:00,10,248
288204,2025-01-22,11:30:00,20,119
288236,2025-01-22,12:30:00,10,289
288050,2025-01-22,09:00:00,10,289
288260,2025-01-22,09:30:00,10,100
288472,2025-01-22,16:30:00,10,248
288024,2025-01-22,10:15:00,20,119
288239,2025-01-22,12:15:00,10,248
288437,2025-01-22,15:45:00,10,289
288448,2025-01-22,16:15:00,10,289
288181,2025-01-22,08:40:00,10,100
288196,2025-01-22,10:45:00,10,201
288112,2025-01-22,10:00:00,10,201
288245,2025-01-22,12:15:00,10,282
288055,2025-01-22,08:30:00,10,100
288019,2025-01-22,07:45:00,10,201
288151,2025-01-22,10:15:00,10,201
288099,2025-01-22,10:30:00,10,263
288273,2025-01-23,07:15:00,10,201
288279,2025-01-22,11:30:00,20,297
288369,2025-01-22,14:30:00,10,201
288416,2025-01-22,15:30:00,10,201
288470,2025-01-22,17:30:00,10,168
288040,2025-01-22,08:45:00,10,108
288231,2025-01-22,12:30:00,10,297
288139,2025-01-22,12:45:00,10,168
288410,2025-01-22,15:00:00,20,201
288322,2025-01-15,13:30:00,60,118
288353,2025-01-23,17:15:00,10,289
288501,2025-01-27,16:30:00,30,119
288242,2025-01-21,12:00:00,10,168
288235,2025-01-22,13:45:00,10,168
288082,2025-01-23,09:30:00,10,289
288395,2025-01-28,10:30:00,10,168
288481,2025-01-27,17:20:00,20,233
288122,2025-01-29,08:45:00,10,201
288087,2025-01-29,10:15:00,10,168
288341,2025-01-29,13:45:00,10,263
288379,2025-01-29,14:00:00,10,263
288240,2025-01-28,16:45:00,10,289
288383,2025-01-30,10:00:00,10,289
288270,2025-01-29,12:40:00,20,341
288372,2025-01-29,17:15:00,10,168
287556,2025-01-14,13:20:00,10,108
287608,2025-01-14,13:00:00,20,337
287505,2025-01-14,11:20:00,10,287
287501,2025-01-14,12:00:00,60,398
287430,2025-01-14,10:00:00,20,337
287895,2025-01-15,08:45:00,10,201
287961,2025-01-15,20:00:00,20,118
287884,2025-01-15,09:45:00,10,248
287837,2025-01-14,20:20:00,20,116
287907,2025-01-15,09:45:00,10,248
287392,2025-01-14,09:20:00,20,355
288003,2025-01-15,20:45:00,10,317
287958,2025-01-15,20:15:00,10,168
287623,2025-01-15,13:40:00,20,116
288002,2025-01-15,14:15:00,10,168
287766,2025-01-15,10:20:00,20,116
287596,2025-01-14,13:20:00,10,119
287784,2025-01-14,16:15:00,20,100
287350,2025-01-14,09:30:00,10,119
287494,2025-01-14,11:40:00,20,287
287365,2025-01-14,12:30:00,10,119
287561,2025-01-14,13:30:00,10,201
287592,2025-01-17,18:40:00,20,118
287786,2025-01-17,19:40:00,20,118
287970,2025-01-19,19:00:00,20,118
287966,2025-01-19,08:20:00,20,118
287963,2025-01-19,17:40:00,20,118
287965,2025-01-19,16:40:00,20,118
287990,2025-01-19,10:20:00,20,290
287667,2025-01-20,11:30:00,10,119
287337,2025-01-20,13:30:00,20,225
287407,2025-01-20,14:00:00,10,119
287394,2025-01-20,13:45:00,10,119
287878,2025-01-20,15:40:00,10,225
287917,2025-01-21,17:40:00,10,100
287338,2025-01-21,07:15:00,10,201
287868,2025-01-21,18:00:00,20,100
287910,2025-01-21,11:30:00,10,248
287532,2025-01-21,11:30:00,10,289
287732,2025-01-21,11:50:00,10,100
287569,2025-01-21,13:20:00,20,102
287749,2025-01-21,16:00:00,10,289
287988,2025-01-21,18:00:00,10,108
287538,2025-01-21,12:00:00,10,221
287741,2025-01-21,15:00:00,20,116
287595,2025-01-21,15:15:00,10,289
287817,2025-01-21,12:40:00,20,337
287684,2025-01-21,13:45:00,10,221
287724,2025-01-21,14:15:00,10,282
287733,2025-01-21,11:00:00,10,289
287921,2025-01-21,17:30:00,10,100
287632,2025-01-21,11:45:00,10,221
287629,2025-01-21,15:30:00,10,289
287508,2025-01-21,09:30:00,20,100
287542,2025-01-21,13:30:00,10,289
287665,2025-01-21,15:45:00,10,289
287676,2025-01-21,13:30:00,10,248
287707,2025-01-21,09:40:00,20,100
287474,2025-01-21,10:15:00,10,289
287957,2025-01-21,15:45:00,10,263
287770,2025-01-21,13:30:00,10,100
287379,2025-01-21,16:15:00,10,289
287872,2025-01-21,16:30:00,10,221
287730,2025-01-21,10:30:00,10,289
287609,2025-01-21,08:40:00,20,354
287829,2025-01-21,17:10:00,10,314
287714,2025-01-21,09:50:00,10,100
287785,2025-01-21,14:30:00,10,282
287932,2025-01-21,08:15:00,10,168
287545,2025-01-21,11:45:00,10,263
287415,2025-01-21,09:45:00,10,263
287565,2025-01-22,12:45:00,10,201
287815,2025-01-22,10:00:00,20,119
287711,2025-01-22,14:15:00,10,248
287768,2025-01-22,10:00:00,10,248
287726,2025-01-22,14:30:00,10,248
287859,2025-01-22,14:45:00,10,248
287340,2025-01-22,08:15:00,10,201
287918,2025-01-22,12:45:00,10,248
287826,2025-01-18,15:20:00,20,376
287794,2025-01-21,14:15:00,10,221
287584,2025-01-21,12:00:00,20,337
287378,2025-01-21,15:15:00,10,374
287899,2025-01-21,18:45:00,10,221
287936,2025-01-21,17:45:00,10,248
287698,2025-01-21,13:15:00,10,201
287943,2025-01-21,18:00:00,10,248
287440,2025-01-21,09:45:00,10,289
287857,2025-01-21,17:30:00,10,168
287633,2025-01-23,07:40:00,20,236
287706,2025-01-14,14:30:00,60,294
287594,2025-01-23,10:30:00,10,221
287339,2025-01-22,12:30:00,10,201
288005,2025-01-22,18:45:00,10,168
287541,2025-01-22,15:45:00,10,201
288330,2025-01-23,09:30:00,10,168
287767,2025-01-23,17:30:00,30,289
287689,2025-01-23,13:00:00,10,201
287999,2025-01-26,16:00:00,20,290
287571,2025-01-27,13:20:00,20,287
287670,2025-01-27,09:00:00,20,270
287860,2025-01-14,17:30:00,60,236
287551,2025-01-24,19:00:00,60,376
287657,2025-01-26,20:15:00,10,221
287433,2025-01-27,10:10:00,10,301
287901,2025-01-27,16:50:00,30,225
287923,2025-01-28,18:30:00,10,248
287811,2025-01-28,16:30:00,10,282
287546,2025-01-28,13:15:00,10,221
287752,2025-01-28,15:00:00,10,282
287989,2025-01-28,19:40:00,20,290
287692,2025-01-28,14:15:00,10,282
287900,2025-01-28,18:45:00,10,221
287823,2025-01-28,17:00:00,10,221
287708,2025-01-28,14:30:00,10,282
287789,2025-01-28,15:30:00,10,282
287765,2025-01-28,15:15:00,10,282
287519,2025-01-28,13:00:00,10,221
287855,2025-01-28,18:30:00,10,221
287679,2025-01-28,14:00:00,10,282
287705,2025-01-28,14:15:00,10,248
287456,2025-01-28,09:30:00,10,221
287436,2025-01-21,09:30:00,10,168
287729,2025-01-28,14:45:00,10,263
287646,2025-01-28,12:30:00,10,263
287557,2025-01-28,12:15:00,10,263
287524,2025-01-28,11:30:00,10,263
287740,2025-01-29,10:00:00,10,282
287539,2025-01-29,10:20:00,20,100
288388,2025-01-29,14:30:00,10,201
288150,2025-01-28,13:00:00,10,168
287914,2025-01-28,18:15:00,10,289
287635,2025-01-28,13:15:00,10,168
287828,2025-01-28,16:30:00,10,289
287573,2025-01-28,12:20:00,20,116
287955,2025-01-28,20:00:00,10,168
287485,2025-01-29,10:00:00,10,263
287827,2025-01-28,10:00:00,10,168
288518,2025-01-29,19:40:00,20,286
287781,2025-01-30,14:40:00,20,161
287816,2025-01-28,16:30:00,10,221
287920,2025-01-28,17:30:00,10,221
288505,2025-01-29,18:15:00,10,168
287618,2025-01-29,10:00:00,20,270
287626,2025-01-29,11:40:00,20,270
287719,2025-01-30,16:00:00,20,270
287838,2025-01-28,13:00:00,10,221
287441,2025-01-14,14:15:00,10,201
287429,2025-01-14,10:40:00,20,354
287489,2025-01-15,09:15:00,10,100
287994,2025-01-15,12:00:00,10,289
287694,2025-01-14,17:00:00,10,221
287627,2025-01-15,15:45:00,10,289
287940,2025-01-14,19:10:00,10,263
287587,2025-01-14,13:00:00,20,398
287774,2025-01-14,18:15:00,10,248
287472,2025-01-14,16:00:00,10,128
287849,2025-01-14,17:45:00,10,248
287575,2025-01-15,13:45:00,10,282
287309,2025-01-13,19:40:00,20,118
287728,2025-01-16,15:10:00,20,100
287879,2025-01-16,11:30:00,10,221
287909,2025-01-16,17:00:00,10,248
287512,2025-01-16,10:30:00,10,289
287658,2025-01-16,10:20:00,20,116
287764,2025-01-15,13:00:00,20,116
287908,2025-01-16,16:45:00,10,248
287745,2025-01-15,12:40:00,20,341
287119,2025-01-13,14:30:00,20,270
286894,2025-01-13,13:00:00,20,270
286843,2025-01-13,14:00:00,20,337
287174,2025-01-13,16:00:00,10,263
287123,2025-01-13,14:15:00,10,119
287097,2025-01-13,17:00:00,10,119
286914,2025-01-13,10:20:00,20,337
286863,2025-01-13,09:00:00,10,374
287185,2025-01-13,16:15:00,10,263
287318,2025-01-13,20:20:00,20,118
287048,2025-01-14,13:30:00,10,221
286831,2025-01-13,10:00:00,20,116
286901,2025-01-13,10:00:00,60,236
287330,2025-01-14,13:15:00,10,108
287046,2025-01-14,10:00:00,10,221
287301,2025-01-14,18:30:00,10,108
287195,2025-01-14,16:40:00,20,116
287061,2025-01-14,10:00:00,20,354
286735,2025-01-11,08:05:00,10,228
286743,2025-01-13,10:45:00,10,263
286157,2025-01-09,13:35:00,10,119
286056,2025-01-09,14:30:00,10,289
286115,2025-01-09,15:15:00,10,289
285905,2025-01-09,13:30:00,10,263
286004,2025-01-09,10:20:00,20,116
286168,2025-01-09,13:40:00,20,337
286365,2025-01-09,19:15:00,10,289
286059,2025-01-09,10:40:00,20,236
286170,2025-01-10,12:45:00,10,201
285999,2025-01-09,13:15:00,10,119
286164,2025-01-09,19:00:00,20,286
286188,2025-01-09,14:00:00,60,398
286316,2025-01-13,12:20:00,60,161
286752,2025-01-14,09:30:00,10,221
286751,2025-01-13,14:15:00,10,248
286271,2025-01-14,14:00:00,10,201
286366,2025-01-13,08:00:00,20,354
285998,2025-01-09,10:30:00,10,374
285964,2025-01-09,13:15:00,10,103
286681,2025-01-10,16:43:00,10,108
286516,2025-01-10,13:15:00,10,201
286551,2025-01-10,12:40:00,20,288
286529,2025-01-10,15:30:00,10,108
286599,2025-01-10,14:00:00,20,236
286209,2025-01-13,10:00:00,60,287
286264,2025-01-13,15:15:00,10,289
286588,2025-01-13,09:15:00,10,263
286701,2025-01-13,13:00:00,10,201
286712,2025-01-13,18:45:00,10,108
286524,2025-01-13,17:20:00,20,288
286629,2025-01-10,15:00:00,10,108
286448,2025-01-13,12:40:00,20,236
286610,2025-01-10,15:00:00,10,128
286536,2025-01-12,15:40:00,20,290
286708,2025-01-12,19:00:00,20,118
286673,2025-01-10,16:30:00,10,108
286532,2025-01-10,19:00:00,60,376
286654,2025-01-10,15:40:00,20,236
286559,2025-01-10,16:15:00,10,108
286567,2025-01-10,13:00:00,10,263
286015,2025-01-13,14:40:00,20,104
286101,2025-01-15,16:45:00,10,248
286420,2025-01-10,12:30:00,10,248
286175,2025-01-15,13:45:00,10,263
286179,2025-01-14,16:00:00,20,116
286070,2025-01-15,11:30:00,10,248
286613,2025-01-15,08:45:00,10,108
286686,2025-01-15,11:45:00,10,248
286614,2025-01-15,12:00:00,30,119
286589,2025-01-15,14:00:00,10,263
286517,2025-01-10,13:30:00,10,201
286447,2025-01-10,10:30:00,10,263
286505,2025-01-10,16:00:00,10,108
286462,2025-01-10,15:40:00,10,128
286439,2025-01-10,15:45:00,10,108
285985,2025-01-09,10:00:00,10,271
286094,2025-01-09,13:00:00,10,128
286117,2025-01-09,14:45:00,10,103
286707,2025-01-12,19:20:00,20,118
286034,2025-01-09,15:15:00,10,248
286032,2025-01-09,12:15:00,10,248
287507,2025-01-16,13:40:00,20,104
287324,2025-01-17,15:30:00,10,108
287346,2025-01-16,14:20:00,10,100
287727,2025-01-16,15:20:00,10,100
286388,2025-01-17,12:30:00,10,108
286563,2025-01-17,12:20:00,10,128
